01|30|01|20151031|1110101|1|594715.01
01|30|01|20151031|1110103|2|-.01
01|30|01|20151031|1110201|1|13801421.81
01|30|01|20151031|1110202|1|1695424.04
01|30|01|20151031|1110202|2|76793.16
01|30|01|20151031|11301|1|12566949.35
01|30|01|20151031|11301|2|-68000.41
01|30|01|20151031|11401|1|720084.45
01|30|01|20151031|117010101|2|0.01
01|30|01|20151031|117010201|1|351570.21
01|30|01|20151031|117010201|2|15823.36
01|30|01|20151031|1170201|1|35133623.57
01|30|01|20151031|1170202|1|22630383.36
01|30|01|20151031|1170301|1|6973357.94
01|30|01|20151031|1170301|2|104191.10
01|30|01|20151031|1210103|1|35000000.00
01|30|01|20151031|1210202|1|85000000.00
01|30|01|20151031|1210301|1|14329542.09
01|30|01|20151031|1210302|1|150000.00
01|30|01|20151031|1280101|1|1200862.80
01|30|01|20151031|1280101|2|16.81
01|30|01|20151031|129010101|1|1454.68
01|30|01|20151031|1310501|1|573770334.55
01|30|01|20151031|13107|1|4452637.95
01|30|01|20151031|1311001|1|17658113.71
01|30|01|20151031|1311099|1|77049443.87
01|30|01|20151031|131170101|1|136374540.30
01|30|01|20151031|1311703|1|66005944.26
01|30|01|20151031|1320501|1|27716846.29
01|30|01|20151031|1321001|1|1503133.86
01|30|01|20151031|1321099|1|1143677.54
01|30|01|20151031|132170101|1|696422.38
01|30|01|20151031|1321703|1|1860665.62
01|30|01|20151031|1330501|1|17000431.33
01|30|01|20151031|1331001|1|199838.38
01|30|01|20151031|1331099|1|271225.54
01|30|01|20151031|133170101|1|22129.46
01|30|01|20151031|1340101|1|20215388.62
01|30|01|20151031|1340102|1|6956952.03
01|30|01|20151031|1340103|1|901724.68
01|30|01|20151031|1340104|1|2523908.41
01|30|01|20151031|1340301|1|1672487.80
01|30|01|20151031|13501|1|4622784.68
01|30|01|20151031|13502|1|3639605.74
01|30|01|20151031|13503|1|4202489.68
01|30|01|20151031|13601|1|1078494.52
01|30|01|20151031|1380101|1|16053039.16
01|30|01|20151031|139010501|1|9587291.15
01|30|01|20151031|1390107|1|9241.96
01|30|01|20151031|139011001|1|58431.75
01|30|01|20151031|139011099|1|348220.77
01|30|01|20151031|13901170101|1|569039.87
01|30|01|20151031|139011703|1|26632.00
01|30|01|20151031|139020501|1|26597910.32
01|30|01|20151031|139021001|1|256242.67
01|30|01|20151031|139021099|1|511464.61
01|30|01|20151031|13902170101|1|524780.83
01|30|01|20151031|139021703|1|426335.36
01|30|01|20151031|139030501|1|16592469.84
01|30|01|20151031|139031001|1|181485.11
01|30|01|20151031|139031099|1|163286.25
01|30|01|20151031|139040101|1|3936531.29
01|30|01|20151031|139040102|1|6554791.02
01|30|01|20151031|139040103|1|891766.77
01|30|01|20151031|139040104|1|2364897.90
01|30|01|20151031|139040301|1|51037.47
01|30|01|20151031|1390501|1|6229548.54
01|30|01|20151031|1390503|1|4843722.27
01|30|01|20151031|1390602|1|11820.01
01|30|01|20151031|1390699|1|1140000.00
01|30|01|20151031|143010302|1|4610.00
01|30|01|20151031|143010303|1|45276.36
01|30|01|20151031|143010306|1|6581437.30
01|30|01|20151031|143010307|1|500.00
01|30|01|20151031|143010399|1|7404905.13
01|30|01|20151031|1430199|1|1019111.88
01|30|01|20151031|1430299|1|1433679.18
01|30|01|20151031|14903010399|1|426381.09
01|30|01|20151031|15402|1|21932128.97
01|30|01|20151031|1590402|1|4109169.09
01|30|01|20151031|18201|1|6738579.97
01|30|01|20151031|18202|1|20188360.49
01|30|01|20151031|1830201|1|32976316.40
01|30|01|20151031|18401|1|3780905.41
01|30|01|20151031|18503|1|207000.00
01|30|01|20151031|18505|1|2682048.99
01|30|01|20151031|1880201|1|3696378.83
01|30|01|20151031|1880202|1|12859991.34
01|30|01|20151031|188030201|1|14309361.56
01|30|01|20151031|1880401|1|2029097.43
01|30|01|20151031|1880503|1|70400.70
01|30|01|20151031|1880505|1|820948.41
01|30|01|20151031|1910102|1|18540690.61
01|30|01|20151031|1910802|1|9006856.46
01|30|01|20151031|19301|1|274433.37
01|30|01|20151031|19304|1|534267.56
01|30|01|20151031|1930802|1|196016.34
01|30|01|20151031|19399|1|1940502.27
01|30|01|20151031|2110101|1|7164762.43
01|30|01|20151031|2110104|1|4143.50
01|30|01|20151031|2110201|1|126805807.49
01|30|01|20151031|2110201|2|26263.91
01|30|01|20151031|2110301|1|316370750.64
01|30|01|20151031|211030201|1|21904542.09
01|30|01|20151031|2110303|1|6401659.00
01|30|01|20151031|2110603|1|155877.85
01|30|01|20151031|2180103|1|911858.23
01|30|01|20151031|22101|1|71366314.37
01|30|01|20151031|22103|1|64730485.40
01|30|01|20151031|222030102|1|11666670.00
01|30|01|20151031|222039901|1|39964842.28
01|30|01|20151031|22299|1|76922249.99
01|30|01|20151031|22401|1|2289103.61
01|30|01|20151031|228010299|1|5031725.35
01|30|01|20151031|2310101|1|2506211.06
01|30|01|20151031|2310102|1|23700.00
01|30|01|20151031|231020302|1|557348.72
01|30|01|20151031|2330203|1|1531842.61
01|30|01|20151031|233030101|1|10248.00
01|30|01|20151031|233030102|1|4204.00
01|30|01|20151031|233030105|1|81493.50
01|30|01|20151031|233030107|1|2674.00
01|30|01|20151031|2340101|1|289804.30
01|30|01|20151031|2340104|1|178414.24
01|30|01|20151031|2340204|1|355052.00
01|30|01|20151031|2340206|1|78285.15
01|30|01|20151031|236010101|1|64918.07
01|30|01|20151031|236010102|1|268814.91
01|30|01|20151031|236010199|1|344364.44
01|30|01|20151031|23601020101|1|4488108.77
01|30|01|20151031|24103|1|56251.11
01|30|01|20151031|24201|1|5736542.77
01|30|01|20151031|24301|1|1382530.87
01|30|01|20151031|24302|1|16002.15
01|30|01|20151031|24304|1|817793.76
01|30|01|20151031|24307|1|854639.26
01|30|01|20151031|24399|1|3984755.00
